#	top	0.001
08578517	_derivationally_related_form	02661574
02661574	_derivationally_related_form	08578517
00692580	_hypernym	00690614
12100187	_hypernym	13112664
02749768	_hypernym	01207951
10001647	_hypernym	00007846
01629000	_hypernym	01621555
08508449	_hypernym	08507558
02025550	_derivationally_related_form	00827782
13907272	_derivationally_related_form	00336922
01813884	_hypernym	01771535
08646902	_derivationally_related_form	10245863
02614181	_verb_group	02618149
11911591	_member_meronym	11967572
anomaly:	02407987	_has_part	00575741
01692579	_derivationally_related_form	06828818
03003928	_derivationally_related_form	06975132
01930485	_hypernym	01921559
02347865	_hypernym	01862557
05716577	_derivationally_related_form	02337667
07258664	_hypernym	06589574
05601758	_derivationally_related_form	02630189
08612049	_hypernym	08616311
00282050	_derivationally_related_form	00248659
01871680	_hypernym	01871979
00632236	_derivationally_related_form	01225562
00384802	_derivationally_related_form	02430580
06088995	_hypernym	06084469
12510569	_hypernym	11585340
00625427	_hypernym	00621627
00596692	_hypernym	00586262
00396880	_synset_domain_topic_of	06125698
03720163	_hypernym	04076846
00409211	_derivationally_related_form	02443849
10334101	_derivationally_related_form	01930117
09173417	_instance_hypernym	08505573
12411710	_hypernym	11561228
10700517	_hypernym	10523519
07527352	_derivationally_related_form	01366718
05845140	_hypernym	05839024
06589574	_has_part	06998748
00591006	_hypernym	00586262
05634613	_hypernym	05616246
01440949	_hypernym	01432517
00080705	_hypernym	00078760
01945550	_derivationally_related_form	13841863
02421308	_hypernym	01864707
02553196	_member_meronym	02620826
02121511	_derivationally_related_form	07495327
00333594	_hypernym	00334186
anomaly:	08919241	_also_see	08524735
01606205	_hypernym	01587062
08730550	_has_part	08730895
10229034	_hypernym	10468962
06938493	_derivationally_related_form	02738760
02421158	_derivationally_related_form	04893787
02244956	_also_see	02260362
08015116	_synset_domain_topic_of	00759694
12299988	_member_meronym	12307611
04243941	_hypernym	03699975
00622068	_hypernym	00621627
00256746	_derivationally_related_form	01596645
00037514	_hypernym	00173338
02389220	_derivationally_related_form	08683548
01162376	_hypernym	01160342
02014553	_derivationally_related_form	07371168
12850906	_hypernym	12205694
14575399	_hypernym	13920835
09720033	_derivationally_related_form	08957212
11544131	_hypernym	11534677
00072808	_derivationally_related_form	00712389
00592702	_hypernym	00690614
01962788	_hypernym	01960459
00766234	_derivationally_related_form	02636921
10067600	_hypernym	09815790
11627028	_hypernym	11554175
00863433	_hypernym	00862683
13469674	_synset_domain_topic_of	04194289
06252138	_derivationally_related_form	00740577
01998599	_hypernym	01762525
01644522	_derivationally_related_form	00238527
07890068	_hypernym	07889510
02318915	_hypernym	08103777
02465693	_derivationally_related_form	02123424
01585523	_derivationally_related_form	00322634
03811295	_hypernym	04347754
09848285	_hypernym	10016103
02466134	_derivationally_related_form	10592595
02586543	_hypernym	02554730
02103481	_derivationally_related_form	05019661
12064183	_hypernym	11556857
12327022	_hypernym	13121544
00388296	_hypernym	00126264
01190277	_hypernym	01171183
06814236	_hypernym	06808720
01146793	_hypernym	01072949
05640339	_hypernym	05637558
08981244	_has_part	08982037
01751545	_hypernym	01708676
02377651	_derivationally_related_form	13845239
08242799	_derivationally_related_form	01089737
09249034	_hypernym	09386842
12046620	_hypernym	11556857
09189411	_has_part	08718577
02535457	_hypernym	02431320
08073992	_hypernym	08061042
08968677	_derivationally_related_form	03087088
12006081	_hypernym	11579418
01140654	_hypernym	01072949
10789118	_hypernym	10287213
13783816	_derivationally_related_form	00380698
04487081	_hypernym	02924116
01131902	_derivationally_related_form	02867715
02855089	_hypernym	03183080
05984936	_hypernym	05809192
02560383	_hypernym	01432517
01507914	_hypernym	01508368
00770543	_derivationally_related_form	01993352
11942487	_hypernym	11672400
06026088	_synset_domain_topic_of	06018465
02652979	_hypernym	01429349
14369744	_derivationally_related_form	00267871
01476829	_hypernym	01342529
11743109	_hypernym	11555413
01976477	_member_meronym	01977684
10105085	_hypernym	09998101
11854232	_hypernym	11573660
02043497	_hypernym	01504437
00130778	_similar_to	00131018
10644469	_hypernym	10241300
00691312	_derivationally_related_form	04841358
01041916	_derivationally_related_form	04911420
02260770	_synset_domain_topic_of	01090446
01683724	_hypernym	01656813
00124880	_derivationally_related_form	01205696
01443126	_hypernym	01432517
13201969	_hypernym	11545714
02430929	_hypernym	01864707
03963028	_derivationally_related_form	01395049
01802309	_member_meronym	01802895
02575455	_hypernym	01432517
12779437	_hypernym	11567411
01623706	_hypernym	01621127
02353844	_synset_domain_topic_of	00610738
01349948	_hypernym	01355326
15266265	_derivationally_related_form	10468559
11607739	_member_meronym	11618750
15233047	_instance_hypernym	15113229
12526380	_hypernym	11585340
00081572	_derivationally_related_form	02207206
08318777	_hypernym	08163273
00741911	_hypernym	00740577
12443323	_hypernym	12205694
11607071	_hypernym	08103777
14531392	_synset_domain_topic_of	06060845
00254597	_derivationally_related_form	00037514
00531490	_derivationally_related_form	10664340
09593651	_derivationally_related_form	00850501
01282014	_derivationally_related_form	01767949
01918310	_hypernym	08102555
07884567	_derivationally_related_form	00139729
00394803	_derivationally_related_form	00181258
12286826	_hypernym	13104059
11989636	_hypernym	11579418
06356755	_hypernym	06355894
12157276	_member_meronym	12166003
09050244	_member_meronym	09071690
13965274	_derivationally_related_form	02490090
04338517	_hypernym	03800933
01313093	_member_meronym	01928737
12940060	_hypernym	11585340
01836673	_hypernym	01835276
02457233	_derivationally_related_form	10524223
02249365	_hypernym	01759182
01177118	_derivationally_related_form	09862345
02040872	_hypernym	01504437
01085337	_synset_domain_topic_of	00488225
01478626	_derivationally_related_form	05008746
08210982	_hypernym	08208016
08040257	_synset_domain_topic_of	00759694
09488711	_hypernym	09483738
00376063	_hypernym	00191142
08918944	_instance_hypernym	08574314
01936048	_hypernym	01955984
01253060	_derivationally_related_form	00004605
08121867	_hypernym	08119821
00755447	_derivationally_related_form	07186828
13024763	_hypernym	08103777
00026153	_derivationally_related_form	14544335
01144355	_derivationally_related_form	00678282
06341609	_hypernym	06339416
02128066	_derivationally_related_form	05808218
02402425	_member_meronym	01887896
02344060	_derivationally_related_form	13299651
10609556	_derivationally_related_form	02421199
02598143	_derivationally_related_form	01229938
10716005	_derivationally_related_form	00071178
01628148	_hypernym	01626600
06982221	_hypernym	06979014
04438304	_derivationally_related_form	00702226
00977153	_derivationally_related_form	06793426
10078806	_derivationally_related_form	01739814
09189411	_has_part	09029457
00206927	_derivationally_related_form	02401809
05910453	_derivationally_related_form	01638368
09990415	_derivationally_related_form	01894649
02479896	_member_meronym	02480153
12914731	_hypernym	11579418
10439629	_derivationally_related_form	05974564
00600370	_derivationally_related_form	00582388
07144416	_hypernym	07142566
02277094	_hypernym	02274822
06168855	_hypernym	06172789
05817145	_derivationally_related_form	00901103
10438172	_derivationally_related_form	01639714
08806897	_has_part	08807554
01220636	_derivationally_related_form	03967942
10460286	_derivationally_related_form	06121554
10645854	_hypernym	10412055
06750154	_derivationally_related_form	01881696
09264116	_instance_hypernym	09411430
08035601	_instance_hypernym	08392137
00457100	_derivationally_related_form	00380994
09843956	_derivationally_related_form	01415585
01904120	_derivationally_related_form	00057306
02071506	_hypernym	01864707
02654256	_hypernym	01429349
01956481	_has_part	07786686
00506658	_derivationally_related_form	01155687
01090335	_derivationally_related_form	00446493
08860123	_member_of_domain_region	07556872
05036394	_derivationally_related_form	00290302
10162194	_derivationally_related_form	01774136
01518878	_hypernym	01517565
00381850	_synset_domain_topic_of	06090869
08910394	_has_part	08929243
00649482	_hypernym	00646833
02746365	_hypernym	02738031
04563204	_hypernym	04574999
00939277	_derivationally_related_form	06743362
09540739	_synset_domain_topic_of	05985602
02265231	_derivationally_related_form	00618734
01045419	_derivationally_related_form	10147619
08960987	_member_meronym	09721244
01015244	_derivationally_related_form	05823932
05789432	_derivationally_related_form	00670261
15210486	_has_part	15187451
13722522	_hypernym	13716878
13041548	_hypernym	11594676
01877355	_hypernym	01876530
08929922	_member_of_domain_region	01295528
02040049	_derivationally_related_form	14547643
12400720	_hypernym	12651821
11099729	_instance_hypernym	09989502
15078768	_hypernym	14751417
15277118	_hypernym	15286249
10118844	_derivationally_related_form	01138523
00213694	_derivationally_related_form	01097743
05860200	_derivationally_related_form	01734502
01785971	_hypernym	01759326
09161803	_has_part	09162581
01473990	_hypernym	08103777
11991080	_hypernym	11579418
00876442	_derivationally_related_form	07143137
02264397	_derivationally_related_form	07454758
09800964	_derivationally_related_form	02475922
10100124	_derivationally_related_form	02000868
02371811	_derivationally_related_form	00621627
00905677	_derivationally_related_form	06552639
02183175	_derivationally_related_form	07398276
09027089	_instance_hypernym	08633957
01233993	_derivationally_related_form	10538272
02575766	_member_meronym	02580991
08835875	_has_part	08836630
07813107	_derivationally_related_form	01073822
08780510	_instance_hypernym	09203827
00630634	_hypernym	00624738
02333358	_derivationally_related_form	03508101
02384275	_derivationally_related_form	07453195
01142324	_synset_domain_topic_of	05946687
07196682	_derivationally_related_form	00788184
15124361	_instance_hypernym	15248020
05580929	_derivationally_related_form	01625666
01084331	_synset_domain_topic_of	00464894
08295138	_member_meronym	09014586
03746574	_derivationally_related_form	02348568
00682592	_derivationally_related_form	05747582
05216365	_has_part	05296639
10074339	_derivationally_related_form	01662118
03634469	_instance_hypernym	04078747
00722232	_derivationally_related_form	04865502
09112282	_has_part	09114020
10047459	_derivationally_related_form	04835028
01345109	_derivationally_related_form	04211356
04818284	_derivationally_related_form	02393401
09006413	_has_part	09004992
09153710	_instance_hypernym	08638442
03709644	_derivationally_related_form	01031256
09207288	_has_part	08978821
06628861	_derivationally_related_form	00892467
02202133	_derivationally_related_form	10712573
03299929	_derivationally_related_form	00021554
14083790	_synset_domain_topic_of	06055946
10782940	_derivationally_related_form	01100145
01069125	_synset_domain_topic_of	05946687
10468962	_derivationally_related_form	15266265
06845599	_member_of_domain_usage	04135710
08390157	_synset_domain_topic_of	08199025
10342543	_hypernym	10630188
01501113	_derivationally_related_form	04983402
01322675	_derivationally_related_form	14287113
00115157	_verb_group	00114837
00887463	_derivationally_related_form	01206153
06845599	_member_of_domain_usage	03818090
00740712	_derivationally_related_form	00810557
02644234	_derivationally_related_form	14442749
01360571	_derivationally_related_form	04338359
01659248	_derivationally_related_form	04677514
14051728	_hypernym	14034177
14516501	_hypernym	13920835
00233795	_synset_domain_topic_of	08199025
09998101	_derivationally_related_form	00854420
02715279	_derivationally_related_form	05115040
00835294	_derivationally_related_form	00752144
02405390	_derivationally_related_form	00197419
00841125	_derivationally_related_form	06759063
02126686	_derivationally_related_form	05714745
00456740	_verb_group	00456596
01389776	_derivationally_related_form	00320852
02658979	_derivationally_related_form	06031248
00851933	_derivationally_related_form	01224517
00945853	_hypernym	00946105
00261604	_derivationally_related_form	02748927
07526757	_derivationally_related_form	01148283
02701002	_hypernym	02958343
00222135	_synset_domain_topic_of	00243918
10372373	_derivationally_related_form	01096497
